"Treinamento","CATEGORIAS_1","(0: irrelevante ; 1: relevante ; 2: muito relevante)"
"lembrar de nunca mais tomar coca cola a noite pq eu simplesmente n consigo dormir","0",""
"coca cola geladinha nesse calor é tudo pqp, não resistoo","2",""
"altura — 1,72
tamanho do pé — 36/37
signo — escorpião 
tatuagens — 0 
piercing — 0
cor fav — amarelo
série fav — awae, friends , himym, the100 
animal fav — gatos 
comida fav — pizza , strogonoff, coxinha , brigadeiro 
bebida fav — coca cola
jogo fav — ludo ? https://t.co/eejo4ds7mx","2",""
"coisas inúteis sobre mim
altura — 1,69
idade — 16
tamanho do pé — 38
signo — escorpião
tatuagens — 0
piercing — 0
cor fav — cinza
série fav — b99
animal fav — gato
comida fav ー lasanha de frango
bebida fav — coca cola","2",""
"e meu pai q enlouqueceu com 14 garrafas de coca cola retornavel aqui em casa
-eu disse q prezo pela natureza","0",""
"@murilo601 @yasmimwolfarth vai tomar uma coca cola amigo","0",""
"coisas inúteis sobre mim
altura — n sei exatamente kk
idade — 17
tamanho do pé — 37
signo — peixes
tatuagens — nenhuma
piercing — 2
cor fav —  preto
série fav — la casa de papel
animal fav — odeio 
comida fav -- tudo
bebida fav — coca cola https://t.co/53r4zyfon2","2",""
"@lucca_yan9 primeiro dia de treino o carro dele ja vira latinha de coca cola","0",""
"coisas inúteis sobre mim

altura — 1,83
tamanho do pé — 44
signo — sagitário 
tatuagens — 0 
piercing — 0
cor fav — vermelho
série fav — the office 
animal fav — cachorro
comida fav — sushi 
bebida fav — coca cola
jogo fav — the witcher 3 https://t.co/asnkk1k6da","2",""
"nunca gostei de coca-cola","2",""
"rt @gpg_big: eu na casa dela e só pipoca e coca cola","1",""
"revivendo o icônico rato na coca cola","1",""
"sou do tipo que vai na geladeira beber água e, se tiver coca, bebe coca ao envés de água.

coca cola &gt;&gt;&gt;&gt; água
e só minha gastrite importa https://t.co/3jz9t4sq8j","1",""
"pior que...

uns 4 anos atrás eu ligava nada pra coca cola. depois comecei a tomar a zero e viciei nessa porcaria. só toma a zero, mas que tem outros tipos de açúcares https://t.co/1oz8ixtcwv","2",""
"fiz uma promessa e vou ficar sem tomar coca cola até alcançar um certo sonho que tenho. torçam por mim!","1",""
"@thatfatdud3 @_thiag0x açúcar destrói, coca tem sal, açúcar, ácido muriatico, alcatrão, cola, pelo de rato. aí não rola.","0",""
"eu tô muito viciada em coca cola eu não era assim naaaao , culpa do alison","1",""
"@brunojavan kkkkkkkkkkkk migo to falando da coca cola","0",""
"vc tras a coca cola eu tomo","1",""
"coisas inúteis sobre mim
altura — 1,83
idade — 20
tamanho do pé — 44
signo — gêmeos 
tatuagens — 0
piercing — 0 
cor fav — preto 
série fav — breaking bad
animal fav — cachorro
comida fav ー lasanha 
bebida fav — coca-cola 
jogo fav — pes https://t.co/lx3nsvrxzd","2",""
"coisas inúteis sobre mim

altura — 1,66
idade — 17
tamanho do pé — 38
signo — áries 
tatuagens — 0
piercing — 4 
cor fav — azul bebê 
série fav — grey's anatomy
animal fav — dog 
comida fav ー feijoada 
bebida fav — coca cola","2",""
"@camilaf_15 @emersoonjr7 todo mundo sabe que eu levo coca cola muito a sério","1",""
"coisas inúteis sobre mim

altura— 1,91
tamanho do pé— 41/42
signo— gêmeos
tatuagens— nenhuma
piercing— nenhum
cor fav— azul 
série fav— grey's anatomy e friends
animal fav— cachorro
comida favー pizza
bebida fav— coca-cola
jogo fav— league of legends https://t.co/6mw7e5bhwz","2",""
"não sei qual foi o ponto que coca cola passou a me deixar tão feliz e dependente, mas sei que faz anos","1",""
"eu agitadíssima conversadeira não, depois.... 🤔
vamos rever o dia: café a tarde e coca cola a noite 🤭👀 https://t.co/lwcse3juj4","0",""
"minha mãe dinheiro e coca cola https://t.co/iasrvqczzi","0",""
"sou a garrafa de coca-cola que virou garrafa de água https://t.co/776ixp9jeb","0",""
"@jppinheirocf toma um rebite com coca cola","0",""
"@fernandoaster eu tb. kkkkk é muito bom. tda refeição tem q ter coca cola. já bebeu acompanhada de biscoito óreo  ? kkkkk","1",""
"na época que a coca cola tinha cabeça de rato era tudo muito bom","0",""
"quero tomar uma coca cola","1",""
"coisas inúteis sobre mim

altura — 1,52
tamanho do pé — 38
signo — virgem
tatuagens — tenho 1
piercing — tenho 3
cor fav — preto
série fav — arrow e love, victor
animal fav — cachorro
comida fav — pizza de pepperoni
bebida fav — coca cola de cereja
jogo fav — the last of us","2",""
"coisas inúteis sobre mim
altura — 1,70
idade — 18
tamanho do pé — 37
tatuagens — 0
piercing — 2
cor fav — cinza
série fav — nenhuma
animal fav — gato
comida fav ー macarrão com carne moída 
bebida fav — coca cola https://t.co/ix9sscwods","2",""
"@fabriciosdw @isadorabasile @ovictorcoelho eu dou manin k, mas esse papo ai de ah é meu direito e q ela é apresentadora e por isso n deve jogar me existe. pergunta para coca cola se a contrata alguém q só tomou a pepsi kk. eu passo o dia todo na fscul. treino, faço estágio, n jogo todo dia, isso n existe manin. mas bora v","0",""
"rt @juliasanttos8: pepsi é bem melhor que coca cola","2",""
"na tarde de hj tomei um sorvete de creme misturado com o líquido: coca-cola, tô até agora com gosto de chorume na boca","0",""
"rt @aquelatrancista: suco de maracujá bota a coca- cola para mamar.","1",""
"coisas inúteis sobre mim
altura — 1,70
tamanho do pé — 39
signo — touro
tatuagens — 0 
piercing — 0
cor fav — verde
série fav — friends 
animal fav — dog 
comida fav ー strogonoff e churrasco 
bebida fav — coca cola e limonada https://t.co/erjttgqesg","2",""
"rivotril com coca cola pra fechar a noite","0",""
"meu deus eu tomei um copo de coca cola agora que pqp que refrigerante maravilhosooo","2",""
"rt @ororo_z: coisas inúteis sobre mim
altura — 1,70
idade — 18
tamanho do pé — 38
signo — escorpião
tatuagens — quero
piercing — 2
cor fav…","0",""
"não gostava, nem gosto de coca-cola zero mas nos próximos tempos vai ter de ser","1",""
"podia comer chocolate, bolo, lasanha, bolachinha de leite com coca cola geladinha...mas por já estar tarde tô comendo melão e bebendo água....🙄🙄🙄","1",""
"rt @levada7_: coca cola é vida, se deixa eu compro todo dia...🥰","2",""
"coisas inúteis sobre mim
altura — 1,65cm
idade — 17
tamanho do pé — 37/38
signo — áries 
tatuagens — 0
piercing — 0
cor fav — preto
série fav — the 100 / pll
animal fav — dog
comida fav ー pizza
bebida fav — coca-cola 
jogo fav — free fire https://t.co/jia4gs9vd0","2",""
"@voidlady1 @blackpinkcitou_ @blackpink sim kkkkkk prefiro coca cola, se eu comprasse a pepsi seria por causa do bp e ainda deixaria as latas lacradas na minha estante","1",""
"rt @_xarolina_: qualquer suco natural bota coca cola pra mamar","1",""
"altura — 1,66
tamanho do pé — 35/36
signo — gêmeos
tatuagens — 0 
piercing — 0 😢
cor fav — azul
série fav — tua e spn
animal fav — coruja
comida fav — strogonoff
bebida fav — coca cola
jogo fav — stop 

roubei da @mefodi1234","2",""
"na época dos nossos pais, refrigerante de cola ou era coca ou pepsi. do famoso jingle ""só tem amor, quem tem amor pra dar"", e nada de garrafa de plástico, só de vidro e de apenas 1 litro. essas e outras guloseimas do passado no texto de sexta no https://t.co/wxnybg59f6 https://t.co/eugrbrbipb","0",""
"@sensestae @bts_twt uq ??? eu jurando q ela coca-cola kkkkkkkk eu sou muito clown 🤡","0",""
"prefiro coca

cocaína nao galeura, é coca-cola viu😎👌 https://t.co/5s2z8kzcf3","0",""
"eu falando esses dias ""porra tô ficando gordinha com esse remédio"" 
eu tbm: caralho vou fazer um lanchinho 
o lanchinho: dois pães com ovo, bacon, queijo, presunto e um copão de coca cola kkkkkkkkkk sem limites 😬","1",""
"rt @lorenxxxxxxxx: kauan veio aqui e casa e trouxe bala de coca cola pra mim 🥺🥺🥰😍","0",""
"@_gioofernandes @thomzxx eu com meus 3l de água e vc se matando na coca cola","0",""
"coisas inúteis sobre mim
altura — 1.73
idade — 21
tamanho do pé — 37/38
signo — áries 
tatuagens — 8
piercing — 5
cor fav — rosa velho
série/filme fav — blindspot/amizade colorida 
animal fav — cachorro
comida fav— japonesa
bebida fav — coca - cola https://t.co/lpufxunewy","2",""
"ainda cheio de vontade de tomar uma coca cola geladona","1",""
"@euamoessarede @lixogotico eu com coca cola","0",""
"ta triste ?
tire 42 fotos
veja 999 filmes
coma 57 pizzas
tome 91 sorvetes
beba 09 coca-cola
tá triste ainda? junte esses números e me chama no whatsapp hahahahhahhahha
amei","0",""
"coisas inúteis sobre mim

altura — 1,58
idade — 17
tamanho do pé — 35
signo — touro
tatuagens — 0
piercing — 0 
cor fav — rosa, vermelho e preto
série fav — friends
animal fav — cachorro, coelhoe gato
comida fav ー fricassê de frango 
bebida fav — coca-cola, suco de maracujá https://t.co/geo2zqoh8o","2",""
"@moacirsalvatore @cocacola_br imagina a moa na banheira de coca cola","0",""
"a sabrina tentando parar de beber refrigerante e eu bebendo 3 litro de coca cola por dia k","1",""
"coisas inúteis sobre mim

altura — 1.56
tamanho do pé — 34/35
signo — ♒
tatuagens — 5
piercing — 5
cor fav — preto
série fav — oth / greys 
animal fav — gato 
comida fav — strogonoff de frango / hot roll / macarrão c salsicha kkkk
bebida fav — coca cola
jogo fav — the sims https://t.co/3dmhvajwoy","2",""
"coca cola sem gás tem gosto de biotônico","1",""
"coca-cola é tudo, pprt","1",""
"coca cola do caraio","0",""
"@reikakunzen se deus quisesse q a gente bebesse água não tinha feito a coca cola, o rim q é fresco","1",""
"maluco a coca cola retornável ta 7 reais??????? gente antes era 5 reais q caralho q aconteceu?????????","0",""
"descobri pq a coca cola eh bom p enjoo, adoro estudar","1",""
"mano é coca cola ces tá achando o q","0",""
"coisas inúteis sobre mim

altura — 1.90
tamanho do pé — 44 num tênis apertado 
signo — sagitário  
tatuagens — 0 
piercing — 0
cor fav — preto 
série fav — glee 
animal fav — gato 
comida fav — strogonoff 
bebida fav — coca cola old do old
jogo fav — gente n tenho https://t.co/teqfdleule","2",""
"odeio beber coca cola ela enche vc mais q um guaraná normal e agr eu não consigo comer a comida toda🤦🏻‍♀️","1",""
"suco de maracujá bem geladinho &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; coca cola","0",""
"kkkkkkkkkkkk que ódio parece eu enchendo o cu de coca cola https://t.co/epvrpwomls","0",""
"rt @renawmartinz: tomando um remédio de estômago com uma coca cola","0",""
"coisas inúteis sobre mim
altura — 1,59
idade — 15
tamanho do pé — 36
signo — áries
tatuagens — 0
piercing — 0
cor fav — azul
série fav — jane the virgin
animal fav — macaquinho 🥺
comida fav-- cachorro quente 
bebida fav — suco de laranja/coca cola https://t.co/yeciechgqa","2",""
"aonde na minha vidinha eu ia pensar que meu primeiro trabalho seria na fábrica da coca cola??? 😂","0",""
"coisas inúteis sobre mim

altura — 1,62
tamanho do pé — 35
signo — sagitário 
tatuagens — 5
piercing — 0
cor fav — vermelho
série fav — got
animal fav — cachorro
comida fav ー não consigo dizer uma só 
bebida fav — suco de laranja/coca cola/cerveja
jogo fav — age of empire https://t.co/t4nvzhqjc1","2",""
"hj eu vi um crime no mercado q nem acreditei..  tic tac sabor coca cola","0",""
"coisas inúteis sobre mim
altura — 1,59
idade —17
tamanho do pé — 34/35
signo — touro
tatuagens — 0
piercing — 0
cor fav — pêssego 
série fav — nao sei
animal fav — gato
comida fav ー alpino azul 
bebida fav — coca cola
jogo fav — stardew valley https://t.co/w5amakkali","2",""
"@st3fany__ coisas inúteis sobre mim
altura — 1,75
idade — 16
tamanho do pé — 42
tatuagens — 0
piercing — 0
cor fav — preto
série fav — the walking dead
animal fav —  dog 
comida fav — nhoque
bebida fav — coca cola","2",""
"todas as musicas do avicii mexem cmg na moral desde seek bromance ate a da propaganda da coca cola 

rip irmao https://t.co/kpolcer7lt","0",""
"rt @marykkkjk: acabei de tomar 1 copo de coca-cola

vo dormir hj nn família slk🤤","1",""
"amanha vo toma uma coca cola c pedras de gelo e rodela de limao com minha comparsa diane.","1",""
"meu deus o moleque de 6 anos tomando coca cola 8h da manhã eu vou matar essas mães","0",""
"eu só queria uma coca cola bem gelada
é pedi muito","1",""
"eu e o vitor aí, vitor todo fitness e eu toda querendo patrocínio da coca-cola https://t.co/4hw3a9yqoe","0",""
"coisas inúteis sobre mim

altura — 1,88
tamanho do pé — 43/44
signo — áries
tatuagens — 2
piercing — 0
favoritos:
cor — vermelho, preto, azul
série — the flash
animal — cachorro
comida — churrasco
bebida — coca-cola
jogo — fifa https://t.co/tnhh9wzuhy","2",""
"coisas inúteis sobre mim:

altura — 1,56
idade — 17
tamanho do pé — 36
signo — câncer 
tatuagens — 0 
piercing — 1 
cor fav — preto e amarelo
série fav — himym e black mirror
animal fav _ ?
comida fav — cuscuz/lanchos
bebida fav — coca cola
jogo fav — cod https://t.co/h1nwq88s0c","2",""
"joão me mandou uma cvs sobre coca cola e agr eu necessito beber uma bem geladinha","1",""
"contestada e sob descrédito internacional, uma organização criada pela coca-cola e mantida por dezenas de corporações encontrou tapete vermelho na agência nacional de vigilância sanitária.

o negacionismo ultraliberal cada vez mais dentro da anvisa https://t.co/blc14trkf5","0",""
"coisas inúteis sobre mim
altura — 1,52cm
idade — 16
tamanho do pé — 35/36
signo — câncer
tatuagens — 0
piercing — 1
cor fav — preto
série fav — 3%
animal fav — dog/gato
comida fav ー strogonoff
bebida fav — coca cola
jogo fav — só na vida real https://t.co/wso6od7qlg","2",""
"coisas inúteis sobre mim
altura — 1,56 eu acho
idade — 18
tamanho do pé — 37
signo — gêmeos
tatuagens — 0
piercing — 0
cor fav — preto/azul
série fav — grey's anatomy
animal fav — gato
comida fav — pizza
bebida fav — coca-cola de cafe https://t.co/vtwngfweaq","2",""
"coisas inúteis sobre mim

altura — 1,62
idade — 17
tamanho do pé — 36
signo — aquário 
tatuagens — 0
piercing — 3
cor fav — amarelo e rosa 
série fav — friends
animal fav — gato/cachorro
comida fav ー lasanha
bebida fav — coca cola https://t.co/ho2uu9oq2j","2",""
"coisas inúteis sobre mim
altura — 1,59
idade — 16
tamanho do pé — 35/36
signo — aquário 
tatuagens — 0
piercing — 0
cor fav — preto
série fav —  nenhuma
animal fav — nenhum 
comida fav ー hambúrguer
bebida fav — coca cola https://t.co/i4aca4tkyx","2",""
"vontade de bolo de maracujá e dez litros de coca cola apenas isso me faria uma mulher feliz hoje","1",""
"@irondevon @dallkeez @jiangzoek por que você convidou ele e ele aceitou aqui é igual latinha de coca cola minha filha abriu vai ter que beber","0",""
"coisas inúteis sobre mim
altura — 1,59
idade — 18
tamanho do pé — 36
signo — virgem
tatuagens — 3
piercing — 1
cor fav — roxo
série fav — gg
animal fav — gatinho, cachorro, patos
comida fav ー polenta e strogonoff
bebida fav — coca cola/pepsi https://t.co/b4bosvdeiq","2",""
"coisas inúteis sobre mim
altura — 1,70
idade — 24
tamanho do pé — 38 :( 
signo — dinossauros (vou deixar esse)
tatuagens — 1 
piercing — no 
cor fav — preto
série fav — breaking bad 
animal fav — dog
comida fav ー pizza 
bebida fav — coca cola 
jogo fav — the last of us https://t.co/lzwzpho4hn","2",""
"8:30 da manhã e eu to como? tomando coca cola e comendo brigadeiro 👍🏼 per feito!","1",""
"eu sou a da coca cola https://t.co/qybmbekido","0",""
"@fesoarex eu juro por deus eu nunca vi ninguém beber tanta coca cola desse jeito","1",""
"coisas inúteis sobre mim
altura — 1,54
idade — 18
tamanho do pé — 34/35
signo — virgem
tatuagens — 0
piercing — 
cor fav — vermelho
série fav —  b99
animal fav — cachorro 
comida fav ー pf
bebida fav —  coca cola https://t.co/k47wghtnb6","2",""
"eu acho q n deveria existir esse lance de q nasceu magra e dps ficou gorda, p mim é 8 ou 80 n existe meio termo, magra é magra, gorda é gorda, pq eu deus? kkkkkkkkkkk eu amo um lanchinho, um sorvetinho, uma pizzazinhaaaaaaa, uma coca-cola, um docinho 🥺🥺🥺🥺 como emagrece dnv?","2",""
"eu tomando coca cola o tempo todo https://t.co/mml3fdfb2k","1",""
"rt @cocacola_br: @lehgbyx que tal um link de ofertas com coca-cola bem gelada? você também pode enviar para os amigos, dando aquela indiret…","0",""
"coisas inúteis sobre mim
altura — 1,62
idade — 20
tamanho do pé — 37/38
signo — aquário
tatuagens — 0
piercing — 0
cor fav — amarelo
série fav — greys anatomy
animal fav — girafas
comida fav ー pizza
bebida fav — coca cola e ypioca prata rs
jogo fav — ff https://t.co/nvap9gq7mq","2",""
"@thalindalind a água eu vou ficar devendo mas pergunta aí das coca cola que eu tomei hj","0",""
"e aí abro a geladeira e descubro q não tem coca cola 🙃","0",""
"todo ano tem um dia q eu como alguma coisa muito muito doce que me faz mal e eu resolvo tomar meio copinho de coca cola pra resolver, e resolveu msm pq ja tava dando dor de barriga","1",""
"6h45 e laryssa tomando coca cola","0",""
"coisas inúteis sobre mim
 altura — 1,58
 idade — 16
tamanho do pé — 35/36 
signo— câncer
 tatuagens— 1
 piercing— 1
 cor fav— azul e preto
 série fav— cobra kai
 animais fav— cachorro e gato
 comida fav ーstrogonoff
bebida fav— suco de laranja e coca cola
jogo fav— https://t.co/nzxhix3ffb","2",""
"acabei de tomar 1 copo de coca-cola

vo dormir hj nn família slk🤤","1",""
"coisas inúteis sobre mim
altura — 1,74
tamanho do pé — 40
signo — áries
tatuagens — 0 
piercing — 0
cor fav — preto
série fav — lucifer
animal fav — dog e gatin
comida fav ー comida japonesa
bebida fav — coca cola e água https://t.co/0zmsmiknhz","2",""
"@uzumwakii monster só é bom pra quem tem guaraná como refri fav, o meu fav é coca cola entao 😌😌","2",""
"tem q ser nazista demais pra gostar de coca cola sabor café","1",""
"@ceciliafrx depende se o nosso pós treino não for esfirra de palmito e coca cola","1",""
"@pefctplaces @thomzxx apaga por favor to sem beber coca cola faz duas semanas cara fiz promessa","1",""
"@nunojudas pois, mas eu não me acho a última coca cola do deserto :-) acho que as pessoas conseguem viver bem sem o meu ponto de vista :-)","0",""
"coisas inúteis sobre mim
altura — 1,73
idade — 15 
tamanho do pé — 39/40
signo — virgem
tatuagens — 0
piercing — 0
cor fav — branco/preto
série fav —  the rain
animal fav — gatinho
comida fav ー batata frita
bebida fav — coca cola

smp faço esses bglh, desculpa https://t.co/rwacuqoltg","2",""
"hoje eu tomei um litro de coca cola todinho e metade de uma caixa de chocolate, quem me beijar na boca daqui p frente vai pegar uma diabete só no beijo","1",""
"se mataram numa prova pra ter um poder podre 
até uma coxinha com coca cola gelada vale mais
#provadefogo https://t.co/m3ubrdmdoa","1",""
"coisas inúteis sobre mim
altura — 1,80
idade — 15
tamanho do pé — 40,41
signo — escorpião 
tatuagens — 0
piercing — 0
cor fav — amarelo 
série fav — lucifer
animal fav — cachorro
comida fav — strogonoff 
bebida fav — coca cola https://t.co/elvnjaaepn","2",""
"@swn_connor coca-cola de cereja? meu deus cons... onde que tem isso que é pra eu chorar me arrependendo da decisão de experimentar?","0",""
"uma hora dessas e meu café da manhã está sendo pão de queijo com coca-cola ... é mariana, depois reclama mesmo que tá gorda 🤡🤡","1",""
"to com sede de coca cola","1",""
"rt @fxpallan7_: @gminhovk amanhã vou jogar no ataque no treino junto com tigo vou ter dar um passe de cara pro gol se vc não fizer vai me p…","0",""
"@pedrincosta96 eu acordei sentindo o gosto da coca cola, não aguentei, tava trincando de gelada","1",""
"cheguei no trabalho, bebi café com leite quente, 2 copos de chá de hibisco quente e agora um copo de coca cola gelado, vai dar ruim?","1",""
"coisas inúteis sobre mim
altura — 1,50 e pouco
idade — 17
tamanho do pé — 34/35
signo — touro
tatuagens — 0
piercing — 2
cor fav — preto/roxo
série fav — vis a vis
animal fav — cachorro
comida fav ー strogonoff
bebida fav — coca cola

informações inúteis sobre mim. quem amou??? https://t.co/lsfdy3w5lg","2",""
"ta triste ?
tire 42 fotos
veja 99 filmes
coma 41 pizzas
tome 69 sorvetes
beba 87 coca-cola (não beba coca-cola) 
tá triste ainda? junte esses números e me chama no whatsapp","0",""
"rt @hugo_vieira123: *camarote* 
10 unidades de pulseiras + 1 balde de cerveja+ 2 coca cola = r&amp; 150,00

chama lá 964741696 (hugo) https://t…","0",""
"eu só queria 2 xtudo , 1 coca cola ,2 açaí e umas 3 paçoquinha ,","1",""
"coisas inúteis sobre mim
altura — 1,57
idade — 16
tamanho do pé — 37
signo — libra
tatuagens — 1
piercing — 5
cor fav — preto
série fav — lúcifer e vis a vis 
animal fav — cachorro
comida fav ー salpicão
bebida fav — coca cola https://t.co/pzp7lyvma3","2",""
"o avaliador: ""vc bebe mais de 1 litro de água no dia"" ""chega a 2 litros""? 
eu me segurando pra n dizer que quando sinto sede bebo é coca cola 😭😂🤡","1",""
"contestada e sob descrédito internacional, uma organização criada pela coca-cola e mantida por dezenas de corporações encontrou tapete vermelho na agência nacional de vigilância sanitária (anvisa) https://t.co/slzely0vil","0",""
"só queria uma batata c frango a passarinho, cheddar e coca-cola 🥴🤤","1",""
"coisas inúteis sobre mim
altura — 1,6*
tamanho do pé — 41
signo — câncer
tatuagens — breve
piercing — 0
cor fav — preto
série fav —  the sopranos
animal fav — lobo 
comida fav ー lasanha de carne
bebida fav — coca cola com whisky https://t.co/hlu3nj7mjr","2",""
"eu fico impressionada que eu era viciada em coca cola tomava todo dia daí do nada eu resolvi parar e hj em dia não me faz falta nenhuma, dai agora eu tento parar com os doces mas se eu fico uns dias sem comer doce eu fico louca real, queria conseguir parar","1",""
"vintage da madre -430  meus aquíferos por uma coca-cola https://t.co/jptbibxwtz","0",""
"coisas inúteis sobre mim
altura —1,67 sepa
idade — 15
tamanho do pé — 37
signo — sagitário
tatuagens — nenhuma
piercing — 2
cor fav — preto/rosa
série fav — ahs, b99
animal fav — todos hshshs
comida fav ー todasss
bebida fav — suco de maracujá e coca cola
kibei","2",""
"@seilajuh piui coca cola beija a minha monobola","0",""
"“te amo te amo te amo
mas você não me dá bola
vou me afogar num' copinho de coca cola”  — [guriazinha voices] https://t.co/c1p7wpri39","0",""
"coisas inúteis sobre mim
altura — 1,50
idade — 16
tamanho do pé — 35/36
signo — libra 
tatuagens — n tenho
piercing — n tenho😭
cor fav — azul e preto
série fav — atypical e lucifer
animal fav — dog
comida fav ー strogonoff
bebida fav — coca cola e água de coco","2",""
"rt @paulorabeloo: coca cola pq tão bom","1",""
"coisas inúteis sobre mim

altura — 1,64/1,65 eu acho
tamanho do pé — 38/39
signo/mbti — libra/enfp
tatuagens — 0
piercing — 0
cor fav — 🟨/🟥/⬛️
série fav - himym
anime fav —  haikyuu e kimetsu
comida fav — miojo
bebida fav — coca cola e caldo de cana
jogo fav — minecraft https://t.co/wjw2or9t1j","2",""
"acordei sedenta por uma coca cola 🤤 mdssss","1",""
"@moacirsalvatore @cocacola_br publis que precisam acontecer: moacir e a coca cola","0",""
"coisas inúteis sobre mim
altura — 1,58
idade — 14
tamanho do pé — 36
signo — touro
tatuagens — 0
piercing — 0 ( sdds do meu )
cor fav — preto
série fav — obx
animal fav — cachorro
comida fav -- strogonoff
bebida fav — coca cola https://t.co/laqor5w5my","2",""
"vontade de fazer um bolo, sentar com uma coca cola 2l trincando e comer sozinha 😋😋","1",""
"camazots acabei de tomar meu sexto banho do dia e já tou igual a garrafa de coca cola...","0",""
"@gidsmartins 4 levando em conta a quantidade de coca-cola","0",""
"coisas inúteis sobre mim
altura — 1,60
idade — 21
tamanho do pé — 34/35
signo — leão 
tatuagens — 2
piercing — 0
cor fav — preto
série fav — não tenho
animal fav — cachorro
comida fav-- macarrão ao molho branco/strogonoff de carne 
bebida fav — coca-cola https://t.co/ug8ad3olta","2",""
"coisas inúteis sobre mim

altura — 1,78
tamanho do pé — 40
signo — satanaries
tatuagens — 4 
piercing — 1
cor fav — azul e vermelho
série fav — peaky blinders
animal fav — cachorro
comida fav — strogonoff
bebida fav — coca-cola
jogo fav — cds https://t.co/6skwk3i8lr","2",""
"- quando chego em casa e tem strogonoff com arroz feito na hora e coca cola
- quando precisam de poeta e chamam meu nome como primeira opção
- quando a preta manda um n**e https://t.co/zwzkzs5g0g","0",""
"coisas inúteis sobre mim
altura — 1,57
idade — 16
tamanho do pé — 34/35
signo — aquário 
tatuagens — 0
piercing — 0
cor fav — preto/roxo
série fav —  grey’s, twd 
animal fav — cachorro 
comida fav—  lasanha
bebida fav — coca cola/ suco de goiaba https://t.co/6j35isczbu","2",""
"os cara parece acha que é a ultima coca cola do mundo https://t.co/0gbzszp1u6","0",""
"@fernandoaster minha esposa e minha sogra só bebem coca cola. água elas só bebem em estado sólido, junto do refrigerante.","1",""
"coisas inúteis sobre mim

altura—1,65
tamanho do pé — 37/38
signo— aquario
tatuagens — 0
piercing — 0
cor fav — amarelo
série fav — la casa de papel
animal fav — nem ligo
comida fav ー strogonoff
bebida fav — coca cola
jogo fav — minecraft e cod https://t.co/mz5wc3drne","2",""
"@gabii_lucindo gosto com coca cola que é pra fazer mal de vez msm","0",""
"sentindo vontade de tomar coca cola uma hora dessas, q vício é esse","1",""
"coisas inúteis sobre mim

altura — 1,61
tamanho do pé — 36
signo — touro acho mas fds
tatuagens — 0 
piercing — 0
cor fav — cinza eu acho n sei 
série fav — greys anatomy 
animal fav — cachorro
comida fav — strogonoff 
bebida fav — coca cola
jogo fav — tô jogando muito o cafeland https://t.co/m863hickry","2",""
"fui no mercado com a minha tia ela ""vamos compra a sua água (coca-cola) e seu suco (cerveja)""","1",""
"fica comigo que encho sem pressa tua bola
te dou casa, carinho e coca cola","0",""
"@vargolax eu sou viciada em coca cola então pra mim isso aí é facin","1",""
"coisas inúteis sobre mim

altura— 1,60
tamanho do pé— 34
signo— virgem 
tatuagens— 2
piercing— 0
cor fav— preto 
série fav— friends
animal fav— cachorro 
comida fav— massa
bebida fav— coca cola https://t.co/rjuadat62s","2",""
"coisas inúteis sobre mim

altura — 1,69
tamanho do pé — 39
signo — cancer
tatuagens — 0 (por enquanto)
piercing — 0 
cor fav — vinho
anime fav — pandora hearts
animal fv — coruja
comida fav — strogonoff
bebida fav — coca cola
jogo fav – resident evil 4 https://t.co/7m2vtwjpvh","2",""
"@beagalucas @andrewdazs esqueceu uma coca-cola inteira no congelador ontem 😂","0",""
"coisas inúteis sobre mim
altura- 1,67
numero do calçado- 37
signo/mbti- libra/infp
tattoo- n
piercings- n
cor- vermelho
série fav- awae
anime fav- bsd
comida- crossaint
bebida- coca-cola
jogo fav- sally face e little miss fortune https://t.co/p1bul1zikw","2",""
"coisas inúteis sobre mim
altura — 1,63
idade — 15
tamanho do pé — 36
signo — sagitário
tatuagens — 0
piercing — 4
cor fav — cinza e preto
série fav — brooklyn 99, atypical wynonna earp
animal fav — catioros
comida fav ー strogonoff
bebida fav ー coca-cola
jogo fav — agora, nenhum https://t.co/xiryn4l95l","2",""
"minha janta foi um copo de coca cola n consigo comer nada 😞😞","1",""
"coisas inúteis sobre mim

altura: 1,65
tamanho do pé: 39/40
signo: capricórnio 
tatuagens: 0
piercing: 0
cor fav: roxo
série fav: friends, b99, the good doctor, grey’s
animal fav: cavalo
comida fav: petit gateau da minha madrinha 
bebida fav: coca cola 
jogo fav: uno https://t.co/ymficldssu","2",""
"pq que inventaram a coca cola ?! 🤦🏻‍♀️
pq eu fui provar isso?!
🤦🏻‍♀️
..","0",""
"@alitheplanet amg coca cola e café c vai morrer.............................

mds amg forças kkkkkkk","0",""
"@g0uvss kakakakkakaka, se deixar vc come, bebe e respira coca cola, jesus","1",""
"fanta é melhor que coca cola, boa noite","1",""
"coisas inúteis sobre mim

altura — 1,7x
idade — 15
tamanho do pé — 42
signo — capricornio 
tatuagens — 0
piercing — 0
cor fav — amarelo e roxo
série fav — carambolas, nem sei
animal fav — gato
comida fav ー strogonoff
bebida fav — coca cola https://t.co/zea1hrcfjh","2",""
